Wall time,Step,Value
1753541698.540932,1,3.2810912132263184
1753541709.7212462,2,2.5046048164367676
1753541720.7321594,3,2.0342798233032227
1753541731.73919,4,1.8392820358276367
1753541742.7393005,5,1.720920443534851
1753541753.7568831,6,1.651932954788208
1753541764.7766378,7,1.6122092008590698
1753541775.7834256,8,1.5771098136901855
1753541786.783368,9,1.546671748161316
1753541797.7853296,10,1.5258207321166992
1753541808.8058512,11,1.5003854036331177
1753541819.9474409,12,1.4794516563415527
1753541830.9701755,13,1.465444564819336
1753541842.0277107,14,1.441903829574585
1753541853.0660625,15,1.4353723526000977
1753541864.0850346,16,1.4128822088241577
1753541875.1181028,17,1.4041945934295654
1753541886.1525207,18,1.3880761861801147
1753541897.1679554,19,1.381107211112976
1753541908.1957326,20,1.3668714761734009
1753541919.2210896,21,1.3647847175598145
1753541930.2335773,22,1.3500856161117554
1753541941.2525887,23,1.341060757637024
1753541952.4281244,24,1.3354500532150269
1753541963.8670013,25,1.3268522024154663
1753541974.9885743,26,1.3200031518936157
1753541986.0150414,27,1.312659740447998
1753541997.052154,28,1.31071937084198
1753542008.0967867,29,1.3032547235488892
1753542019.1092043,30,1.2878628969192505
1753542030.1380143,31,1.2850278615951538
1753542041.1441927,32,1.2834347486495972
1753542052.1809173,33,1.2748416662216187
1753542063.2018542,34,1.26554536819458
1753542074.2063494,35,1.2653865814208984
1753542085.8101525,36,1.2615399360656738
1753542096.8295314,37,1.2525261640548706
1753542107.8553498,38,1.2521048784255981
1753542118.8823898,39,1.2514628171920776
1753542129.9838667,40,1.2453010082244873
1753542141.005419,41,1.2399886846542358
1753542152.011129,42,1.2414216995239258
1753542163.0067108,43,1.232391595840454
1753542174.0153747,44,1.2323553562164307
1753542185.0246453,45,1.2251412868499756
1753542196.041536,46,1.2246837615966797
1753542207.2832048,47,1.2299222946166992
1753542218.3256059,48,1.2243866920471191
1753542229.3645852,49,1.2164605855941772
1753542240.3885667,50,1.2201920747756958
1753542251.4181552,51,1.2149553298950195
1753542262.4369798,52,1.2060691118240356
1753542273.454152,53,1.2105456590652466
1753542284.4584908,54,1.2039728164672852
1753542295.4886448,55,1.203710913658142
1753542306.5110757,56,1.196276307106018
1753542317.5071218,57,1.1966135501861572
1753542328.6108136,58,1.1999454498291016
1753542339.7525008,59,1.1933462619781494
1753542350.7654028,60,1.1916682720184326
1753542361.7967339,61,1.1903305053710938
1753542372.8091917,62,1.1859296560287476
1753542383.857453,63,1.18271803855896
1753542394.8913178,64,1.1850794553756714
1753542405.9090176,65,1.1799485683441162
1753542416.9439054,66,1.180377721786499
1753542427.9542856,67,1.1786108016967773
1753542439.0507488,68,1.1789038181304932
1753542450.507111,69,1.1774529218673706
1753542461.5271704,70,1.1743086576461792
1753542472.7058477,71,1.1709110736846924
1753542483.7464044,72,1.1718947887420654
1753542494.7865787,73,1.1644847393035889
1753542505.8161829,74,1.1696863174438477
1753542516.8345761,75,1.1615314483642578
1753542527.855595,76,1.1615246534347534
1753542538.8848379,77,1.1643931865692139
1753542549.909491,78,1.1585475206375122
1753542561.1879191,79,1.15809965133667
1753542572.472515,80,1.1532095670700073
1753542583.494233,81,1.1508944034576416
1753542594.5342386,82,1.1513696908950806
1753542605.6906269,83,1.1494637727737427
1753542616.7179775,84,1.146994709968567
1753542627.7469053,85,1.1404509544372559
1753542638.7677205,86,1.1420179605484009
1753542649.7862854,87,1.1415609121322632
1753542660.7877066,88,1.139704942703247
1753542671.8038528,89,1.1362823247909546
1753542683.2547338,90,1.1370466947555542
1753542694.4708033,91,1.135099172592163
1753542705.551797,92,1.1356147527694702
1753542716.5848405,93,1.1375157833099365
1753542727.7234416,94,1.1318615674972534
1753542738.762267,95,1.1344835758209229
1753542749.7637796,96,1.1299818754196167
1753542760.77711,97,1.1255470514297485
1753542771.7854514,98,1.1263214349746704
1753542782.7885084,99,1.1306761503219604
1753542793.7923117,100,1.1235122680664062
1753542805.3092923,101,1.1227589845657349
1753542816.3349776,102,1.1205066442489624
1753542827.3544686,103,1.1219255924224854
1753542838.3903756,104,1.122081995010376
1753542849.4092546,105,1.1117548942565918
1753542860.5549405,106,1.1129577159881592
1753542871.564388,107,1.111853003501892
1753542882.5961454,108,1.112778663635254
1753542893.5996563,109,1.1146037578582764
1753542904.6226447,110,1.1093881130218506
1753542915.6364298,111,1.1072942018508911
1753542927.1082811,112,1.1086115837097168
1753542938.1224253,113,1.1040252447128296
1753542949.1784654,114,1.1043366193771362
1753542960.1970456,115,1.1075834035873413
1753542971.2279818,116,1.1007968187332153
1753542982.2470202,117,1.0980794429779053
1753542993.403325,118,1.1025787591934204
1753543004.4216092,119,1.0989813804626465
1753543015.4499493,120,1.094586730003357
1753543026.4694655,121,1.0998772382736206
1753543037.500505,122,1.0921422243118286
1753543049.0027578,123,1.0966291427612305
1753543060.029286,124,1.0941160917282104
1753543071.066987,125,1.0905969142913818
1753543082.0874128,126,1.0904145240783691
1753543093.1176288,127,1.0893051624298096
1753543104.147591,128,1.0867985486984253
1753543115.176371,129,1.0834027528762817
1753543126.3207183,130,1.0891971588134766
1753543137.3304257,131,1.0774781703948975
1753543148.3646734,132,1.0836437940597534
1753543159.5232413,133,1.077201008796692
1753543170.9601078,134,1.07875394821167
1753543181.9746842,135,1.0802572965621948
1753543193.0099401,136,1.0765284299850464
1753543204.0242326,137,1.0744107961654663
1753543215.061294,138,1.0752757787704468
1753543226.0994763,139,1.0732523202896118
1753543237.125963,140,1.0701488256454468
1753543248.2748358,141,1.0687772035598755
1753543259.2978518,142,1.0706095695495605
1753543270.3281574,143,1.0721845626831055
1753543281.3434815,144,1.065340280532837
1753543292.3738427,145,1.0661964416503906
1753543303.4048944,146,1.0656002759933472
1753543314.4605618,147,1.06186044216156
1753543325.4681737,148,1.0672850608825684
1753543336.5207832,149,1.066071629524231
1753543347.9196317,150,1.0616822242736816
1753543358.828042,151,1.058925986289978
1753543369.708538,152,1.0591766834259033
1753543380.7287288,153,1.058454155921936
1753543391.621609,154,1.0548292398452759
1753543402.506283,155,1.0531184673309326
1753543413.4279275,156,1.0546139478683472
