Wall time,Step,Value
1749527425.3918614,1,3.2443675994873047
1749527454.7869244,2,2.0154261589050293
1749527484.6337419,3,1.5460093021392822
1749527514.2902203,4,1.4326595067977905
1749527543.39024,5,1.3869645595550537
1749527572.7586348,6,1.3545595407485962
1749527602.2514808,7,1.3246937990188599
1749527631.4180758,8,1.3051449060440063
1749527660.4575531,9,1.2845674753189087
1749527689.49583,10,1.2653920650482178
1749527718.4973536,11,1.2480683326721191
1749527747.5008261,12,1.2348986864089966
1749527776.53621,13,1.2243272066116333
1749527805.5793686,14,1.2159972190856934
1749527834.5985403,15,1.2051441669464111
1749527863.6316242,16,1.1993924379348755
1749527892.6813228,17,1.192274570465088
1749527921.8778307,18,1.1898555755615234
1749527950.930861,19,1.1802772283554077
1749527979.9317207,20,1.1744797229766846
1749528008.9302104,21,1.1681116819381714
1749528037.92846,22,1.1561177968978882
1749528066.9057863,23,1.1603816747665405
1749528095.9150953,24,1.1569026708602905
1749528124.9402611,25,1.1544184684753418
1749528153.926678,26,1.141655683517456
1749528182.9297612,27,1.1398000717163086
1749528211.9280727,28,1.136242151260376
1749528240.9357078,29,1.1283832788467407
1749528269.974725,30,1.1228413581848145
1749528299.0595517,31,1.1188538074493408
1749528328.166736,32,1.1195108890533447
1749528357.5764592,33,1.1149178743362427
1749528386.9169595,34,1.1120094060897827
1749528415.8446157,35,1.1065813302993774
1749528445.328605,36,1.1019192934036255
1749528474.7984571,37,1.0958349704742432
1749528504.1950922,38,1.098044514656067
1749528533.6336634,39,1.0928510427474976
1749528562.8702142,40,1.0914087295532227
1749528592.2860224,41,1.0884010791778564
1749528621.7939634,42,1.0840827226638794
1749528651.2144544,43,1.0815495252609253
1749528680.5405395,44,1.0752378702163696
1749528709.6777108,45,1.0734999179840088
1749528738.6592388,46,1.070433497428894
1749528768.5206826,47,1.0640212297439575
1749528798.1264036,48,1.0649899244308472
1749528827.073135,49,1.0613393783569336
1749528856.0209525,50,1.0595248937606812
1749528884.9787567,51,1.058288335800171
1749528913.936289,52,1.056464433670044
1749528942.8928268,53,1.0499811172485352
1749528971.858954,54,1.047317385673523
1749529000.8109343,55,1.0480512380599976
1749529029.7543755,56,1.0454398393630981
1749529058.8773677,57,1.0383288860321045
1749529087.9220066,58,1.034073829650879
1749529116.8705943,59,1.0364850759506226
1749529145.892999,60,1.035468578338623
1749529175.220029,61,1.0319592952728271
1749529204.2114217,62,1.0328197479248047
1749529233.1367629,63,1.027853012084961
1749529262.081869,64,1.0246022939682007
1749529291.0221863,65,1.0203742980957031
1749529319.9909902,66,1.0203391313552856
1749529348.9254076,67,1.020491361618042
1749529378.1587887,68,1.0119538307189941
1749529407.2014115,69,1.0154551267623901
1749529436.241613,70,1.0097546577453613
1749529465.2920284,71,0.9999589920043945
1749529494.3063266,72,1.0008333921432495
1749529523.325448,73,1.0010443925857544
1749529552.3406074,74,0.9995108842849731
1749529581.366086,75,0.9959577918052673
1749529610.3915231,76,0.9946157336235046
1749529639.4155982,77,0.9970325827598572
1749529668.4301193,78,0.9883841872215271
1749529697.4121108,79,0.987274706363678
1749529726.4210935,80,0.9917187690734863
1749529755.478879,81,0.9843804836273193
1749529784.480883,82,0.9899780750274658
1749529813.5096762,83,0.9801546931266785
1749529842.552617,84,0.9833061099052429
1749529871.5849183,85,0.9791048169136047
1749529900.6370647,86,0.976542592048645
1749529929.6613514,87,0.973736584186554
1749529958.8449306,88,0.9737023711204529
1749529988.061241,89,0.9680529236793518
1749530017.0480115,90,0.967707633972168
1749530046.0610518,91,0.962491512298584
1749530075.0843618,92,0.967605471611023
1749530104.1342714,93,0.9635832905769348
1749530133.1472273,94,0.961577832698822
1749530162.1477106,95,0.9557855725288391
1749530191.1724734,96,0.9574917554855347
1749530220.2574532,97,0.955454409122467
1749530249.272288,98,0.954104483127594
1749530278.300792,99,0.9484513998031616
1749530307.3217967,100,0.9469081163406372
1749530336.4225206,101,0.947459876537323
1749530365.4502048,102,0.9483964443206787
1749530394.490179,103,0.9478177428245544
1749530423.5343084,104,0.947833776473999
1749530452.6243126,105,0.9444501399993896
1749530481.6618347,106,0.9392783045768738
1749530510.68964,107,0.9423049688339233
1749530539.734889,108,0.937053382396698
1749530568.8142152,109,0.93397057056427
1749530597.833046,110,0.9347466826438904
1749530626.8524675,111,0.9307043552398682
1749530656.1381116,112,0.9321168661117554
1749530685.5448618,113,0.9286884665489197
1749530714.531729,114,0.9252712726593018
1749530743.50455,115,0.9257825613021851
1749530772.512334,116,0.930252194404602
1749530801.4865162,117,0.9252462983131409
1749530830.4360044,118,0.926872730255127
1749530859.4187841,119,0.9168925881385803
1749530888.4031494,120,0.9161842465400696
1749530917.408508,121,0.9160708785057068
1749530946.383026,122,0.9138059616088867
1749530975.4227679,123,0.9167067408561707
1749531004.5909662,124,0.9191434383392334
1749531033.5835989,125,0.9098267555236816
1749531062.5744438,126,0.9110830426216125
1749531091.552353,127,0.9096348285675049
1749531120.545231,128,0.907984733581543
1749531149.554826,129,0.9064461588859558
